tenure,monthly_charges,total_charges,num_services,support_calls,contract_type,payment_method,internet_service,churn
60,26.63,1663.14,2,8.0,Two year,Electronic check,Fiber optic,0
54,51.78,2552.97,6,9.0,Two year,Mailed check,DSL,0
56,44.5,2294.78,2,,One year,Bank transfer,Fiber optic,0
18,20.54,330.74,4,6.0,Month-to-month,Bank transfer,No,1
61,73.48,3885.84,7,4.0,Month-to-month,Credit card,DSL,1
60,31.66,1914.81,7,10.0,Month-to-month,Bank transfer,Fiber optic,1
34,48.75,1488.6,4,8.0,Two year,Mailed check,DSL,1
40,84.12,3050.32,1,7.0,Month-to-month,Credit card,Fiber optic,1
3,92.51,245.99,3,0.0,Month-to-month,Bank transfer,DSL,1
55,46.35,2663.91,5,9.0,One year,Credit card,Fiber optic,0
70,52.92,3727.39,3,5.0,One year,Bank transfer,Fiber optic,0
35,44.69,1620.43,6,1.0,Month-to-month,Electronic check,No,1
39,115.69,4612.73,7,9.0,Month-to-month,Credit card,No,1
36,39.05,1449.74,5,9.0,Two year,Bank transfer,DSL,1
6,38.32,217.46,5,5.0,Month-to-month,Electronic check,DSL,1
45,64.5,2566.12,4,7.0,Two year,Mailed check,DSL,0
52,38.93,1853.05,2,6.0,Month-to-month,Mailed check,Fiber optic,1
67,35.67,2171.19,5,3.0,Two year,Mailed check,DSL,1
67,29.59,1969.5,7,8.0,Two year,Bank transfer,No,0
36,84.02,2586.54,5,10.0,Month-to-month,Bank transfer,No,1
70,81.21,4993.49,6,10.0,Two year,Electronic check,DSL,1
39,85.02,3271.27,7,7.0,Month-to-month,Bank transfer,DSL,1
47,97.33,4001.27,3,3.0,Month-to-month,Mailed check,Fiber optic,1
44,52.64,1991.11,3,9.0,Month-to-month,Electronic check,Fiber optic,1
72,111.84,7020.5,7,10.0,One year,Credit card,Fiber optic,1
54,93.32,4979.49,4,0.0,Month-to-month,Mailed check,DSL,1
9,100.47,793.79,6,3.0,Month-to-month,Electronic check,No,1
6,92.1,485.88,5,6.0,Two year,Bank transfer,Fiber optic,0
30,55.85,1501.35,1,6.0,Two year,Credit card,DSL,0
38,48.3,1835.73,3,7.0,Month-to-month,Electronic check,DSL,1
49,62.25,2714.94,3,5.0,Month-to-month,Electronic check,Fiber optic,0
35,29.7,890.93,2,0.0,Month-to-month,Credit card,DSL,1
38,65.13,2552.09,6,1.0,Month-to-month,Bank transfer,No,0
67,24.31,1669.92,7,8.0,Two year,Mailed check,Fiber optic,1
25,20.39,452.13,7,7.0,Two year,Mailed check,No,1
36,113.15,3678.56,2,7.0,Month-to-month,Bank transfer,Fiber optic,1
41,88.93,3236.71,4,4.0,Month-to-month,Bank transfer,No,0
34,76.18,2574.34,2,3.0,Month-to-month,Electronic check,Fiber optic,1
70,54.11,3408.94,1,3.0,Month-to-month,Mailed check,Fiber optic,0
70,77.05,5589.23,5,7.0,Month-to-month,Credit card,DSL,1
37,109.16,4101.64,7,5.0,Month-to-month,Electronic check,Fiber optic,1
33,85.24,2722.01,1,1.0,Month-to-month,Credit card,Fiber optic,0
43,80.25,2939.31,5,4.0,Month-to-month,Mailed check,Fiber optic,1
14,66.02,948.99,1,9.0,Two year,Electronic check,Fiber optic,1
31,54.57,1684.15,6,6.0,One year,Bank transfer,DSL,0
16,89.85,1448.5,1,9.0,Month-to-month,Bank transfer,Fiber optic,1
11,118.1,1122.9,4,5.0,Month-to-month,Mailed check,DSL,1
7,62.48,433.74,1,5.0,Two year,Credit card,Fiber optic,1
43,59.22,2574.26,3,10.0,Month-to-month,Electronic check,Fiber optic,1
1,62.81,65.41,4,5.0,Two year,Electronic check,No,1
47,62.55,2840.17,4,1.0,Month-to-month,Bank transfer,Fiber optic,1
32,119.06,3625.55,6,4.0,Two year,Bank transfer,No,1
27,90.68,2289.41,7,7.0,Month-to-month,Bank transfer,No,1
56,55.92,3101.01,3,3.0,Two year,Credit card,DSL,0
39,57.15,2305.0,7,4.0,Month-to-month,Credit card,Fiber optic,1
53,63.08,3242.78,3,9.0,Two year,Bank transfer,DSL,1
52,23.67,1102.16,1,4.0,One year,Bank transfer,No,0
3,72.78,186.36,5,3.0,Month-to-month,Credit card,Fiber optic,1
16,101.14,1575.88,6,1.0,One year,Credit card,DSL,0
42,86.06,3697.36,3,4.0,Month-to-month,Electronic check,DSL,1
71,39.84,2441.67,5,8.0,Month-to-month,Bank transfer,Fiber optic,1
12,92.8,1035.11,4,3.0,Month-to-month,Credit card,DSL,1
8,91.95,763.56,2,5.0,One year,Electronic check,Fiber optic,0
68,46.25,2988.8,3,7.0,Two year,Credit card,No,0
70,82.29,5150.47,3,10.0,Month-to-month,Bank transfer,DSL,1
13,81.09,970.61,3,8.0,One year,Electronic check,Fiber optic,1
29,103.98,2809.25,7,3.0,Two year,Bank transfer,Fiber optic,0
46,33.61,1350.42,3,1.0,One year,Mailed check,DSL,0
15,39.48,581.63,5,7.0,Month-to-month,Mailed check,DSL,1
24,68.6,1594.43,1,2.0,Month-to-month,Bank transfer,DSL,0
29,24.41,693.41,3,4.0,Month-to-month,Bank transfer,No,1
47,61.56,2812.77,7,1.0,Month-to-month,Credit card,Fiber optic,1
23,98.82,1939.51,7,8.0,Month-to-month,Mailed check,Fiber optic,1
30,34.87,925.69,7,1.0,Two year,Electronic check,No,0
21,65.99,1223.81,1,4.0,One year,Credit card,DSL,0
55,118.98,5690.51,7,4.0,One year,Mailed check,DSL,0
12,70.59,844.62,2,0.0,Month-to-month,Credit card,DSL,0
17,69.83,1037.57,1,8.0,Month-to-month,Credit card,Fiber optic,0
18,75.88,1343.49,1,6.0,One year,Electronic check,Fiber optic,1
66,38.6,2256.35,6,5.0,Month-to-month,Mailed check,Fiber optic,0
69,34.72,2093.01,5,1.0,Two year,Electronic check,DSL,0
37,87.74,2864.95,5,0.0,Month-to-month,Bank transfer,Fiber optic,1
12,59.58,680.41,7,0.0,Month-to-month,Credit card,No,1
55,48.99,2638.13,1,6.0,One year,Bank transfer,Fiber optic,1
36,23.14,843.36,1,8.0,One year,Mailed check,DSL,1
62,104.61,,7,8.0,Month-to-month,Credit card,Fiber optic,1
26,23.23,587.82,5,8.0,One year,Electronic check,DSL,1
72,95.0,6872.61,6,4.0,Month-to-month,Electronic check,DSL,1
59,58.2,3133.28,4,0.0,Month-to-month,Mailed check,Fiber optic,1
17,79.87,1175.77,2,2.0,Month-to-month,Credit card,Fiber optic,1
53,44.77,,4,8.0,One year,Credit card,Fiber optic,1
21,35.54,648.06,7,8.0,One year,Bank transfer,DSL,0
26,73.34,1959.17,1,5.0,Month-to-month,Credit card,DSL,1
19,89.56,1574.6,1,,One year,Credit card,Fiber optic,1
50,39.55,1887.86,3,8.0,One year,Bank transfer,Fiber optic,0
19,63.64,,4,8.0,Month-to-month,Electronic check,Fiber optic,1
46,64.47,2741.12,5,,Month-to-month,Credit card,Fiber optic,1
42,41.6,1711.94,2,8.0,Month-to-month,Bank transfer,DSL,1
55,76.5,3640.9,7,7.0,Month-to-month,Electronic check,Fiber optic,1
72,34.59,2356.45,2,9.0,Two year,Credit card,No,1
1,70.97,61.69,2,,Two year,Mailed check,DSL,1
72,31.34,2030.06,7,0.0,Month-to-month,Credit card,Fiber optic,1
8,68.55,498.31,3,7.0,Month-to-month,Mailed check,DSL,0
38,51.16,1931.48,5,1.0,Month-to-month,Electronic check,DSL,1
25,65.22,1605.75,4,2.0,Month-to-month,Mailed check,Fiber optic,1
47,63.37,2976.65,2,9.0,Month-to-month,Mailed check,Fiber optic,1
52,110.79,4968.07,4,10.0,Month-to-month,Credit card,DSL,1
62,68.99,4486.04,6,5.0,Month-to-month,Electronic check,Fiber optic,1
29,101.85,2542.75,1,3.0,Month-to-month,Credit card,DSL,0
68,42.57,2938.61,7,4.0,Month-to-month,Electronic check,Fiber optic,1
24,55.21,1322.46,2,2.0,Month-to-month,Credit card,Fiber optic,1
15,27.51,,7,,Month-to-month,Bank transfer,DSL,1
28,62.07,1629.81,7,4.0,Month-to-month,Mailed check,Fiber optic,0
39,86.87,3392.76,7,0.0,Month-to-month,Credit card,Fiber optic,1
49,103.82,5076.86,5,6.0,Month-to-month,Mailed check,No,1
60,76.59,4032.17,7,7.0,Two year,Bank transfer,DSL,0
17,84.01,1440.35,7,7.0,Month-to-month,Electronic check,Fiber optic,1
22,37.73,718.59,5,10.0,One year,Electronic check,DSL,1
68,23.72,1532.49,7,7.0,Month-to-month,Mailed check,DSL,0
32,99.17,3106.85,3,7.0,Month-to-month,Electronic check,DSL,1
18,36.7,670.07,6,2.0,Month-to-month,Electronic check,Fiber optic,0
71,29.12,1948.89,7,5.0,One year,Mailed check,DSL,0
33,113.76,3368.8,5,4.0,Two year,Bank transfer,No,1
71,116.35,7832.38,1,,Month-to-month,Electronic check,Fiber optic,1
67,81.63,,2,5.0,Month-to-month,Credit card,No,1
66,57.86,3649.76,2,7.0,One year,Credit card,DSL,0
42,103.32,4089.93,4,5.0,Month-to-month,Credit card,DSL,1
58,40.47,2361.58,4,0.0,Month-to-month,Electronic check,Fiber optic,0
70,62.94,3956.49,6,10.0,Two year,Credit card,Fiber optic,0
20,55.7,991.46,2,7.0,Month-to-month,Electronic check,Fiber optic,1
3,111.27,315.4,2,2.0,One year,Electronic check,No,1
24,111.98,2311.54,5,0.0,Month-to-month,Bank transfer,Fiber optic,1
46,85.09,3506.55,1,10.0,Month-to-month,Credit card,No,1
40,31.07,1144.3,7,,Two year,Electronic check,DSL,0
6,68.22,387.84,1,0.0,Month-to-month,Mailed check,Fiber optic,1
41,44.53,1650.25,4,6.0,Month-to-month,Mailed check,Fiber optic,1
13,108.49,1356.96,7,0.0,Month-to-month,Bank transfer,Fiber optic,0
37,33.84,1284.24,4,2.0,Month-to-month,Bank transfer,Fiber optic,1
42,25.43,1024.0,6,9.0,Month-to-month,Bank transfer,Fiber optic,0
46,90.44,3774.87,3,0.0,Month-to-month,Electronic check,No,1
30,65.33,1690.21,6,8.0,Month-to-month,Credit card,DSL,1
30,103.84,2733.07,5,6.0,Month-to-month,Bank transfer,DSL,1
49,27.46,1294.74,4,3.0,One year,Bank transfer,DSL,0
54,100.11,5334.27,1,3.0,Month-to-month,Mailed check,DSL,0
59,23.73,1203.97,7,5.0,Two year,Electronic check,Fiber optic,0
25,22.81,505.87,1,,Month-to-month,Bank transfer,Fiber optic,1
31,66.13,1873.35,3,9.0,Month-to-month,Mailed check,DSL,1
24,42.13,924.12,5,2.0,Two year,Electronic check,No,1
38,79.37,3141.77,6,6.0,Two year,Bank transfer,No,0
10,22.58,201.13,4,7.0,Month-to-month,Mailed check,Fiber optic,1
31,23.54,629.4,3,0.0,Month-to-month,Credit card,Fiber optic,1
14,92.71,,3,9.0,Two year,Bank transfer,DSL,1
39,41.02,1402.83,7,,Month-to-month,Mailed check,Fiber optic,1
62,85.64,4647.65,3,0.0,Month-to-month,Electronic check,Fiber optic,1
71,94.99,6282.24,6,2.0,Month-to-month,Mailed check,DSL,1
33,25.93,779.77,1,,Two year,Electronic check,Fiber optic,1
5,96.98,421.06,5,8.0,One year,Electronic check,Fiber optic,0
17,46.84,773.08,5,1.0,Month-to-month,Mailed check,DSL,1
8,58.95,448.18,5,10.0,Two year,Bank transfer,Fiber optic,1
55,28.66,1364.16,3,3.0,Month-to-month,Electronic check,Fiber optic,0
71,103.86,7540.34,5,3.0,One year,Electronic check,DSL,0
40,76.07,2759.64,4,3.0,Month-to-month,Electronic check,DSL,1
13,70.47,954.84,5,7.0,One year,Credit card,DSL,1
2,116.86,242.21,7,2.0,Month-to-month,Credit card,Fiber optic,1
71,53.45,3555.18,5,5.0,Month-to-month,Mailed check,Fiber optic,0
23,109.08,2247.2,6,0.0,Month-to-month,Mailed check,DSL,1
9,91.97,841.78,7,1.0,Two year,Mailed check,No,0
13,112.85,1353.0,2,8.0,Month-to-month,Bank transfer,No,1
19,110.78,1857.95,5,4.0,Month-to-month,Bank transfer,Fiber optic,1
48,119.1,5489.97,5,8.0,Month-to-month,Mailed check,No,1
65,33.17,2043.68,5,8.0,One year,Bank transfer,Fiber optic,1
20,99.6,2031.85,1,10.0,One year,Electronic check,DSL,1
50,100.45,5001.69,6,1.0,Month-to-month,Bank transfer,Fiber optic,1
5,84.44,432.85,2,10.0,Month-to-month,Credit card,DSL,1
1,47.89,47.74,3,9.0,One year,Electronic check,Fiber optic,0
4,116.51,455.99,5,4.0,Month-to-month,Bank transfer,No,1
67,40.44,2574.1,2,,Month-to-month,Bank transfer,Fiber optic,0
42,69.96,3077.92,1,1.0,Month-to-month,Credit card,DSL,0
58,72.15,4359.76,5,5.0,Month-to-month,Credit card,DSL,1
2,36.18,73.79,2,0.0,Two year,Electronic check,No,0
2,92.25,185.43,6,,One year,Electronic check,DSL,0
62,28.89,1729.41,7,5.0,Month-to-month,Electronic check,No,1
8,89.31,644.43,3,6.0,Two year,Bank transfer,DSL,1
12,104.86,1289.89,6,9.0,Month-to-month,Bank transfer,Fiber optic,1
38,54.94,1779.08,2,10.0,Two year,Bank transfer,DSL,1
44,90.94,3583.17,7,2.0,Month-to-month,Mailed check,DSL,1
17,35.68,564.55,2,3.0,Two year,Electronic check,DSL,1
33,104.59,3338.37,7,,Two year,Electronic check,DSL,1
49,115.2,5431.29,6,2.0,Two year,Mailed check,DSL,0
32,35.27,999.03,3,4.0,Month-to-month,Mailed check,DSL,1
28,89.19,2175.06,6,,Two year,Mailed check,Fiber optic,1
6,70.58,378.79,5,9.0,One year,Electronic check,Fiber optic,1
33,73.15,2220.21,5,10.0,Month-to-month,Mailed check,DSL,0
58,90.65,4483.82,3,4.0,Month-to-month,Credit card,Fiber optic,0
46,68.87,3131.56,2,7.0,One year,Electronic check,Fiber optic,1
65,80.03,4679.39,5,7.0,Two year,Credit card,No,0
10,43.09,396.55,1,2.0,One year,Electronic check,Fiber optic,0
1,57.85,53.05,3,5.0,Month-to-month,Bank transfer,Fiber optic,1
40,106.52,4057.84,1,6.0,One year,Electronic check,No,0
13,30.99,411.72,1,4.0,Month-to-month,Mailed check,No,1
43,79.76,3017.7,1,5.0,Month-to-month,Credit card,No,1
66,38.43,2328.77,1,4.0,One year,Credit card,Fiber optic,0
25,104.65,2585.92,7,0.0,One year,Bank transfer,Fiber optic,0
40,77.9,2676.17,6,8.0,One year,Bank transfer,No,1
50,60.3,3063.23,7,9.0,Month-to-month,Bank transfer,Fiber optic,1
11,44.98,515.74,1,8.0,Month-to-month,Credit card,DSL,1
65,63.68,4021.35,7,10.0,One year,Bank transfer,No,0
15,115.76,1808.12,5,4.0,Month-to-month,Bank transfer,No,1
59,70.92,3902.31,6,0.0,Two year,Electronic check,DSL,1
48,66.95,2998.31,7,,Two year,Credit card,DSL,0
11,94.63,906.91,2,9.0,Two year,Bank transfer,No,1
53,57.9,2630.15,6,1.0,Two year,Mailed check,DSL,1
15,62.74,845.96,5,6.0,Month-to-month,Electronic check,Fiber optic,1
44,53.69,2233.91,3,0.0,Month-to-month,Bank transfer,DSL,1
70,35.09,2337.26,4,3.0,Two year,Credit card,DSL,0
69,91.38,5633.81,2,1.0,Month-to-month,Credit card,Fiber optic,1
63,107.3,6574.42,2,1.0,Two year,Credit card,No,0
36,110.56,3527.38,7,1.0,Month-to-month,Credit card,Fiber optic,1
41,108.08,4055.69,6,5.0,Two year,Bank transfer,DSL,1
22,65.18,1274.99,4,,Month-to-month,Credit card,DSL,1
67,48.41,3208.87,5,3.0,Two year,Electronic check,DSL,0
35,83.79,2795.74,3,8.0,Month-to-month,Mailed check,No,1
56,115.47,6448.35,2,4.0,One year,Mailed check,Fiber optic,0
26,92.71,2076.49,7,8.0,Two year,Bank transfer,No,1
54,69.48,3508.32,7,5.0,Month-to-month,Mailed check,No,1
17,88.88,1576.52,2,7.0,Month-to-month,Mailed check,Fiber optic,1
53,97.25,4436.39,6,10.0,Month-to-month,Credit card,DSL,1
4,111.93,418.03,4,10.0,One year,Bank transfer,No,1
8,96.32,661.2,5,6.0,One year,Bank transfer,DSL,0
26,63.32,1447.66,1,10.0,One year,Electronic check,No,0
35,47.36,1562.3,4,7.0,Month-to-month,Bank transfer,Fiber optic,1
52,69.99,3208.21,1,2.0,Month-to-month,Mailed check,DSL,0
26,52.82,1309.81,6,10.0,Two year,Bank transfer,Fiber optic,0
2,114.28,236.46,3,1.0,One year,Credit card,Fiber optic,1
24,70.8,1512.43,2,5.0,Month-to-month,Mailed check,Fiber optic,1
32,67.21,1874.22,5,1.0,Month-to-month,Credit card,Fiber optic,1
40,54.82,2225.81,7,8.0,Month-to-month,Bank transfer,DSL,1
47,83.94,3716.57,3,9.0,Two year,Mailed check,Fiber optic,1
18,72.01,1330.56,6,9.0,One year,Credit card,Fiber optic,1
44,32.9,1319.09,5,1.0,One year,Electronic check,No,1
46,106.92,4797.85,4,2.0,One year,Bank transfer,No,1
56,55.9,3238.91,6,,Two year,Mailed check,Fiber optic,1
38,63.26,2125.85,1,,Month-to-month,Bank transfer,No,0
59,40.57,2417.92,7,5.0,Month-to-month,Electronic check,Fiber optic,1
16,75.34,1176.88,3,,Month-to-month,Bank transfer,DSL,0
52,90.21,4749.98,1,6.0,Two year,Electronic check,DSL,0
4,108.12,382.37,7,6.0,One year,Mailed check,No,1
8,25.16,188.56,6,6.0,Month-to-month,Credit card,Fiber optic,1
63,117.33,6473.49,6,,Two year,Bank transfer,No,1
35,90.38,3296.21,2,8.0,Month-to-month,Mailed check,Fiber optic,1
45,48.43,1879.77,6,2.0,Month-to-month,Mailed check,DSL,1
44,40.45,1536.14,5,6.0,One year,Electronic check,Fiber optic,0
51,49.61,2605.08,7,8.0,Two year,Electronic check,Fiber optic,0
18,107.57,1762.29,3,,Month-to-month,Bank transfer,Fiber optic,1
13,49.14,619.27,7,7.0,Month-to-month,Mailed check,No,1
4,66.28,240.6,5,0.0,Two year,Electronic check,Fiber optic,0
63,90.57,,2,4.0,One year,Mailed check,Fiber optic,0
17,107.2,1619.19,2,9.0,One year,Mailed check,Fiber optic,1
42,85.86,3396.15,7,0.0,Month-to-month,Credit card,DSL,1
33,95.31,3009.04,5,6.0,Month-to-month,Electronic check,No,0
12,37.33,,1,5.0,Month-to-month,Mailed check,DSL,0
30,107.74,2910.08,1,2.0,Month-to-month,Electronic check,Fiber optic,1
6,47.57,250.61,6,3.0,Two year,Electronic check,Fiber optic,0
13,32.84,423.18,2,10.0,One year,Bank transfer,DSL,1
11,117.62,1143.29,2,6.0,Two year,Electronic check,Fiber optic,1
60,40.16,2188.94,5,10.0,Month-to-month,Bank transfer,Fiber optic,1
41,33.67,1266.42,7,5.0,Month-to-month,Credit card,Fiber optic,1
67,82.6,5206.98,3,9.0,One year,Mailed check,Fiber optic,0
32,51.89,1644.73,5,6.0,Month-to-month,Electronic check,DSL,1
15,33.33,467.75,5,10.0,Month-to-month,Credit card,DSL,1
44,80.11,3610.21,5,3.0,Month-to-month,Credit card,Fiber optic,0
67,95.9,6335.07,5,4.0,Month-to-month,Credit card,Fiber optic,1
39,99.32,3942.03,2,0.0,Month-to-month,Credit card,Fiber optic,1
2,35.55,70.62,5,,Month-to-month,Credit card,DSL,1
22,75.69,1464.9,1,1.0,Two year,Bank transfer,DSL,1
67,101.37,7101.4,6,2.0,Month-to-month,Credit card,Fiber optic,1
38,36.11,1382.22,6,3.0,One year,Mailed check,No,1
69,40.77,2713.39,6,9.0,One year,Credit card,Fiber optic,1
37,20.24,661.3,1,4.0,Month-to-month,Electronic check,Fiber optic,1
1,72.46,,7,9.0,Month-to-month,Credit card,Fiber optic,1
63,39.47,2419.14,4,8.0,Month-to-month,Mailed check,Fiber optic,1
55,92.42,4743.75,1,10.0,Month-to-month,Mailed check,Fiber optic,1
52,116.22,5953.83,4,5.0,Month-to-month,Bank transfer,DSL,1
70,40.88,2645.51,5,9.0,Two year,Electronic check,Fiber optic,0
15,84.91,1213.24,3,4.0,Month-to-month,Credit card,DSL,1
66,41.18,2412.37,6,6.0,Month-to-month,Bank transfer,DSL,1
17,21.8,326.51,4,8.0,Two year,Electronic check,DSL,1
70,95.86,5805.19,2,,One year,Credit card,DSL,0
14,63.4,899.96,5,0.0,One year,Electronic check,DSL,0
40,114.68,4408.65,2,1.0,Month-to-month,Credit card,DSL,0
57,73.43,4350.54,1,7.0,Two year,Credit card,DSL,1
6,35.75,214.48,2,5.0,One year,Bank transfer,DSL,0
5,64.98,326.12,7,,One year,Bank transfer,DSL,1
62,40.29,2377.61,5,8.0,One year,Credit card,DSL,1
5,107.8,546.06,3,0.0,Month-to-month,Credit card,No,1
45,89.09,4163.05,3,1.0,Two year,Bank transfer,Fiber optic,1
68,54.12,3659.36,7,5.0,Two year,Electronic check,DSL,0
45,72.78,2853.0,5,10.0,One year,Bank transfer,Fiber optic,1
35,86.95,2983.01,6,8.0,Month-to-month,Electronic check,Fiber optic,1
31,98.29,2663.33,5,7.0,One year,Electronic check,DSL,1
46,28.01,1115.09,7,7.0,Month-to-month,Electronic check,Fiber optic,1
42,22.25,923.83,5,3.0,One year,Mailed check,DSL,0
37,31.45,1183.38,3,4.0,Month-to-month,Credit card,Fiber optic,1
12,59.5,629.58,2,9.0,Two year,Electronic check,Fiber optic,0
48,66.67,2767.59,1,8.0,Two year,Electronic check,Fiber optic,0
54,33.65,1866.72,6,6.0,Month-to-month,Electronic check,DSL,1
52,61.12,2785.54,7,0.0,One year,Electronic check,DSL,0
6,64.16,329.92,5,8.0,Two year,Bank transfer,No,1
51,30.91,1567.28,4,4.0,Month-to-month,Credit card,Fiber optic,1
53,111.67,6034.18,1,4.0,Month-to-month,Electronic check,Fiber optic,1
14,79.91,1066.04,5,7.0,Month-to-month,Credit card,No,1
62,58.85,3495.4,2,4.0,Two year,Credit card,Fiber optic,0
38,70.69,2464.26,5,6.0,Month-to-month,Electronic check,DSL,0
35,51.42,1615.58,3,0.0,Month-to-month,Mailed check,Fiber optic,0
53,105.43,5593.64,7,2.0,Month-to-month,Credit card,DSL,1
37,77.5,2924.44,7,5.0,Month-to-month,Bank transfer,Fiber optic,1
40,69.49,2541.25,2,10.0,Month-to-month,Electronic check,Fiber optic,1
23,111.09,2311.73,3,8.0,One year,Electronic check,DSL,1
67,103.8,6283.89,7,4.0,Month-to-month,Mailed check,DSL,0
70,101.28,6097.9,1,10.0,One year,Credit card,Fiber optic,0
10,42.56,385.69,4,3.0,One year,Credit card,Fiber optic,1
53,35.31,1600.32,1,9.0,Two year,Mailed check,DSL,0
2,89.01,179.39,4,4.0,Month-to-month,Bank transfer,DSL,1
27,66.86,1626.84,1,0.0,One year,Bank transfer,Fiber optic,1
70,88.37,6111.86,1,0.0,One year,Mailed check,No,1
13,96.06,1197.13,3,10.0,Month-to-month,Bank transfer,Fiber optic,1
28,49.53,1411.1,1,7.0,Month-to-month,Mailed check,Fiber optic,1
16,48.47,808.15,6,1.0,Month-to-month,Bank transfer,Fiber optic,1
53,69.08,3381.0,5,10.0,One year,Bank transfer,Fiber optic,0
34,47.35,1396.86,4,0.0,Month-to-month,Bank transfer,DSL,0
43,86.73,3729.13,4,3.0,Two year,Credit card,DSL,0
68,94.67,5499.35,6,8.0,Two year,Bank transfer,DSL,0
38,67.2,2284.43,6,0.0,One year,Bank transfer,No,0
53,92.38,4213.86,1,9.0,Two year,Credit card,Fiber optic,0
8,71.04,585.16,5,,One year,Bank transfer,DSL,1
16,91.29,1243.09,4,10.0,Month-to-month,Mailed check,Fiber optic,1
69,42.5,2781.62,6,9.0,Month-to-month,Bank transfer,DSL,1
62,93.88,5441.06,6,9.0,Two year,Credit card,Fiber optic,1
48,91.51,4307.04,5,2.0,Month-to-month,Credit card,Fiber optic,1
28,46.66,1186.22,5,2.0,Two year,Mailed check,No,0
15,75.6,1162.05,2,2.0,Month-to-month,Mailed check,Fiber optic,1
62,105.53,6522.38,6,1.0,Month-to-month,Mailed check,No,1
57,44.95,2399.35,5,7.0,One year,Electronic check,DSL,0
18,93.6,1552.72,2,0.0,Two year,Mailed check,Fiber optic,1
43,115.4,5027.59,2,4.0,Two year,Electronic check,No,1
45,106.62,4804.67,4,6.0,Month-to-month,Mailed check,DSL,1
35,60.15,1957.46,3,5.0,Month-to-month,Electronic check,Fiber optic,1
67,80.72,4966.25,5,5.0,One year,Mailed check,No,0
9,119.18,920.07,3,2.0,Two year,Bank transfer,Fiber optic,1
19,76.84,1264.82,2,1.0,Month-to-month,Credit card,DSL,1
7,31.5,189.8,3,10.0,One year,Credit card,DSL,0
50,24.54,1048.94,6,5.0,Month-to-month,Bank transfer,Fiber optic,1
47,99.03,4098.55,6,6.0,One year,Bank transfer,No,1
72,62.36,4586.13,3,6.0,Month-to-month,Credit card,DSL,1
40,44.68,1804.41,6,4.0,Two year,Bank transfer,DSL,0
11,54.77,613.99,1,7.0,Month-to-month,Electronic check,DSL,1
33,95.74,3079.68,7,4.0,One year,Credit card,Fiber optic,1
7,66.52,453.91,6,4.0,One year,Bank transfer,Fiber optic,1
49,106.85,4580.08,1,8.0,Month-to-month,Bank transfer,Fiber optic,1
49,93.49,4534.25,5,,Month-to-month,Electronic check,Fiber optic,1
62,117.4,6594.63,4,7.0,One year,Mailed check,Fiber optic,0
25,108.85,2595.67,7,7.0,One year,Mailed check,Fiber optic,1
23,45.45,1088.15,2,0.0,One year,Credit card,Fiber optic,0
6,85.91,527.89,7,7.0,One year,Mailed check,DSL,1
30,22.05,593.13,7,8.0,Month-to-month,Mailed check,DSL,1
35,119.11,4157.72,2,2.0,Two year,Bank transfer,No,0
55,46.1,2207.96,4,10.0,Month-to-month,Electronic check,Fiber optic,1
55,86.48,4068.38,5,0.0,One year,Bank transfer,DSL,0
11,104.92,987.51,2,,Two year,Electronic check,Fiber optic,0
21,36.05,669.27,7,10.0,Two year,Electronic check,Fiber optic,0
37,104.79,3834.54,2,9.0,Month-to-month,Mailed check,DSL,1
25,21.22,489.47,2,8.0,Month-to-month,Electronic check,Fiber optic,1
2,64.2,109.55,4,6.0,One year,Electronic check,DSL,0
61,67.2,4294.34,4,2.0,Month-to-month,Mailed check,No,1
53,57.41,2910.91,1,5.0,One year,Bank transfer,Fiber optic,1
38,78.64,2775.48,7,6.0,Month-to-month,Electronic check,No,0
23,111.48,2445.5,2,0.0,Month-to-month,Mailed check,Fiber optic,0
61,52.7,3066.81,1,6.0,Month-to-month,Bank transfer,No,1
3,77.93,220.71,4,0.0,One year,Credit card,DSL,1
33,107.75,,7,1.0,One year,Bank transfer,DSL,1
58,97.3,5796.48,1,1.0,Month-to-month,Bank transfer,No,1
69,24.07,1511.92,4,2.0,Month-to-month,Credit card,No,0
19,114.28,2057.09,7,0.0,Month-to-month,Electronic check,No,1
47,24.66,986.01,7,10.0,One year,Credit card,No,1
14,78.88,1128.57,2,8.0,One year,Mailed check,Fiber optic,0
9,77.54,635.88,5,5.0,Two year,Mailed check,Fiber optic,1
26,98.64,2319.1,6,4.0,Two year,Bank transfer,Fiber optic,0
64,34.84,2340.15,5,2.0,Month-to-month,Credit card,DSL,1
50,37.94,1834.17,5,10.0,Two year,Credit card,Fiber optic,1
36,95.21,2997.77,6,8.0,Month-to-month,Credit card,No,0
21,34.95,662.83,4,,One year,Mailed check,Fiber optic,1
11,66.94,677.91,1,5.0,Month-to-month,Electronic check,Fiber optic,1
20,93.16,1951.17,5,0.0,One year,Electronic check,Fiber optic,1
11,85.12,876.51,5,,One year,Credit card,No,0
14,41.06,515.07,6,5.0,Month-to-month,Electronic check,DSL,1
50,50.4,2429.14,7,3.0,Two year,Mailed check,DSL,0
10,116.9,1088.28,3,3.0,Two year,Mailed check,Fiber optic,0
4,64.87,223.41,7,0.0,Two year,Bank transfer,No,1
40,24.45,999.7,1,9.0,Month-to-month,Mailed check,Fiber optic,1
21,41.96,751.75,7,,Two year,Bank transfer,Fiber optic,0
